,job title,company,location,country,job_type_list,workplace,career_level,url
121,Data Entry Specialist,Kreston,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/TtsLWVdXMvTT-Data-Entry-Specialist-Kreston-Cairo-Egypt
122,Marketing Manager,Scope IMS,New Cairo Cairo,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/UyyDKrcsuYHl-Marketing-Manager-Scope-IMS-Cairo-Egypt
123,Customer Service,Elsafa Trading ( Elgendy ),Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/tMvsAJgCA5if-Customer-Service-Elsafa-Trading-Elgendy-Cairo-Egypt
124,HR Admin Assistant,Gulf English School Cairo,New Cairo Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/FqQnzoJ9BN7O-HR-Admin-Assistant-Gulf-English-School-Cairo-Cairo-Egypt
125,Data Entry Clerk,oworkers,Maadi Cairo,Egypt,Full Time,Hybrid,Entry Level,https://wuzzuf.net/jobs/p/VZIJvWbPhHWk-Data-Entry-Clerk-oworkers-Cairo-Egypt
126,Secretary,Kreston,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/3AAoM4UIw3df-Secretary-Kreston-Cairo-Egypt
127,Administrative Assistant,PIX,Cairo,Egypt,Full Time,Remote,Entry Level,https://wuzzuf.net/jobs/p/eqbNj9vDgf9L-Administrative-Assistant-PIX-Cairo-Egypt
128,Sales Representative,PIX,Jeddah,Saudi Arabia,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/bdJWdAsuN6Mm-Sales-Representative-PIX-Jeddah-Saudi-Arabia
129,Operations Team Leader - English Account,Atheel,Maadi Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/QRiW1goSAxh6-Operations-Team-Leader---English-Account-Atheel-Cairo-Egypt
130,Senior Odoo Implementer,Centione,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/27kJdpoKLizd-Senior-Odoo-Implementer-Centione-Cairo-Egypt
131,Full Stack Developer I React Native with Node,Capital Numbers Infotech Limited,Cairo,Egypt,Full Time,Remote,Experienced,https://wuzzuf.net/jobs/p/xTqI5dIyLLS1-Full-Stack-Developer-I-React-Native-with-Node-Capital-Numbers-Infotech-Limited-Cairo-Egypt
132,Devops Engineer- Part Time,Capital Numbers Infotech Limited,Cairo,Egypt,Part Time,Remote,Experienced,https://wuzzuf.net/jobs/p/4w2aZa7hOteb-Devops-Engineer--Part-Time-Capital-Numbers-Infotech-Limited-Cairo-Egypt
133,Laundry Services Process Engineer (Wet & Dry Process for Denim) (Garment Industry Experience is necessary),Kontoor Brands,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/3tgtLQdotnvi-Laundry-Services-Process-Engineer-Wet-Dry-Process-for-Denim-Garment-Industry-Experience-is-necessary-Kontoor-Brands-Cairo-Egypt
134,System Administrator/Engineer,Global Academic Foundation Hosting University of Hertfordshire UH,New Capital Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/bxqGpUCT0rKx-System-AdministratorEngineer-Global-Academic-Foundation-Hosting-University-of-Hertfordshire-UH-Cairo-Egypt
135,Trainer Specialist,Erada,Maadi Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/IJZtKkQyuUFx-Trainer-Specialist-Erada-Cairo-Egypt
136,Waiter,Tico,New Cairo Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/xpHkMo5z3U7T-Waiter-Tico-Cairo-Egypt
137,Social Media/digital marketing Specialist,Confidential,Obour City Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/cfR8uvwNfbkY-Social-Mediadigital-marketing-Specialist-Cairo-Egypt
138,Civil Tendering Engineer,Saudi-firmness,Katameya Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/bHazoVd20eMJ-Civil-Tendering-Engineer-Saudi-firmness-Cairo-Egypt
139,Commercial Manager,ECC Group,Nasr City Cairo,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/uipXAe4ECOTo-Commercial-Manager-ECC-Group-Cairo-Egypt
140,Senior Android Developer,Intercept Technologies,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/CkLjz2XKptgN-Senior-Android-Developer-Intercept-Technologies-Cairo-Egypt
141,Arabic Sign Language Interpreter,360,Dubai,United Arab Emirates,Full Time,Remote,Experienced,https://wuzzuf.net/jobs/p/0uZV2TcJzrbL-Arabic-Sign-Language-Interpreter-360-Dubai-United-Arab-Emirates
142,Master Data Head,Arma-HSA,New Cairo Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/aKyVcr2YeALn-Master-Data-Head-Arma-HSA-Cairo-Egypt
143,IT Infrastructure Section Head,Misr Elkheir Foundation,Mokattam Cairo,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/fVgd8l8LdrP4-IT-Infrastructure-Section-Head-Misr-Elkheir-Foundation-Cairo-Egypt
144,Junior Accountant & Online sales representative,Dubai Egypt Sweden,Zamalek Cairo,Egypt,Full Time,Remote,Entry Level,https://wuzzuf.net/jobs/p/ltYgjE9ZHbyp-Junior-Accountant-Online-sales-representative-Dubai-Egypt-Sweden-Cairo-Egypt
145,Planning and logistics Engineer,Boysen Egypt,6th of October Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/IAoyTWEEiUkm-Planning-and-logistics-Engineer-Boysen-Egypt-Giza-Egypt
146,Senior Cost Accountant,GlassRock Insulation Co.,Alsadat City Monufya,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/noxpPQ09o8fU-Senior-Cost-Accountant-GlassRock-Insulation-Co-Monufya-Egypt
147,Senior Graphic Designer,Palm Outsourcing,London,United Kingdom,Full Time,Remote,Experienced,https://wuzzuf.net/jobs/p/6e4O72DgUXz0-Senior-Graphic-Designer-Palm-Outsourcing-London-United-Kingdom
148,Senior Full Stack Developer,Palm Outsourcing,London,United Kingdom,Full Time,Remote,Experienced,https://wuzzuf.net/jobs/p/aUbPU6g2fkkm-Senior-Full-Stack-Developer-Palm-Outsourcing-London-United-Kingdom
149,UI/UX Developer,Premier Services and Recruitment,Maadi Cairo,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/EtrsnoMJKD5G-UIUX-Developer-Premier-Services-and-Recruitment-Cairo-Egypt
150,Junior Architect Engineer,PAVILLION ARCHITECTS,Sheraton Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/56vZ9s50yIeM-Junior-Architect-Engineer-PAVILLION-ARCHITECTS-Cairo-Egypt
151,Technical Writer,Premier Services and Recruitment,Maadi Cairo,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/ViZvBbQxsrQZ-Technical-Writer-Premier-Services-and-Recruitment-Cairo-Egypt
152,Customer Support Representative ( business account ),Confidential,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/ZmoNVeuWOLEM-Customer-Support-Representative-business-account-Cairo-Egypt
153,Assistant Branch Manager,Mr. Tailor,Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/9MkGmVtOJ2VE-Assistant-Branch-Manager-Mr-Tailor-Cairo-Egypt
154,Store Keeper Assistant,Measuresoft oil and gas Services,Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/pTRxHe5vnYn5-Store-Keeper-Assistant-Measuresoft-oil-and-gas-Services-Giza-Egypt
155,Senior System Admin,Talaat Moustafa Group,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/AWDJE6MiOCDq-Senior-System-Admin-Talaat-Moustafa-Group-Cairo-Egypt
156,Administrative Assistant,Premier Services and Recruitment,New Cairo Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/LtFZJHTG1vtM-Administrative-Assistant-Premier-Services-and-Recruitment-Cairo-Egypt
157,Sales Real Estate (fresh grad),CELESTE,Nasr City Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/icSlDKCrSEwY-Sales-Real-Estate-fresh-grad-CELESTE-Cairo-Egypt
158,Senior Admin Assistant and HR,Bedaya Packing,Nasr City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/KIk2sHKYgnpn-Senior-Admin-Assistant-and-HR-Bedaya-Packing-Cairo-Egypt
159,Luxury Tourism Counsellor,Excel Travel,Heliopolis Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/u5k6JYNnnFxN-Luxury-Tourism-Counsellor-Excel-Travel-Cairo-Egypt
160,French Tourism Counsellor,Excel Travel,Heliopolis Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/sG28ZagUnq8h-French-Tourism-Counsellor-Excel-Travel-Cairo-Egypt
161,Key Account Specialist,El Mohandess Print House,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/mQNX50iBEPcJ-Key-Account-Specialist-El-Mohandess-Print-House-Cairo-Egypt
162,Leasing Admin,Orouba Misr,Alexandria,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/iE0cLIQ6PEnS-Leasing-Admin-Orouba-Misr-Alexandria-Egypt
163,Senior Procurement Specialist (Raw Materials),Elabd Foods,Abu Rawash Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/B6AOhU1zcDdx-Senior-Procurement-Specialist-Raw-Materials-Elabd-Foods-Giza-Egypt
164,Senior Marketing Specialist,MH For Import And Export,Sheikh Zayed Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/9bK8vP3FSzeE-Senior-Marketing-Specialist-MH-For-Import-And-Export-Giza-Egypt
165,Pharmacist Assistant,SWEET TREAT Pharmacy,Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/ayJFvOPmKcvg-Pharmacist-Assistant-SWEET-TREAT-Pharmacy-Giza-Egypt
166,E-commerce operations supervisor,DIY Arabia,Heliopolis Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/fOPTyuKvrN7Z-E-commerce-operations-supervisor-DIY-Arabia-Cairo-Egypt
167,Senior Product Owner - Software house experience,Lumin,Sheikh Zayed Giza,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/K7V8GwhIY1hr-Senior-Product-Owner---Software-house-experience-Lumin-Giza-Egypt
168,Insurance Specialist,Mohandes Life Insurance,Dokki Giza,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/xZnnnchWoAZx-Insurance-Specialist-Mohandes-Life-Insurance-Giza-Egypt
169,Customer Support Specialist,classera,New Cairo Cairo,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/9DskPyRiDumR-Customer-Support-Specialist-classera-Cairo-Egypt
170,Freight Forwarding Sales manager -,INTERLOG,Bab Sharq Alexandria,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/tdDyiqGxxVZx-Freight-Forwarding-Sales-manager---INTERLOG-Alexandria-Egypt
171,Electrical Sales Engineer,El Saad Electric,Heliopolis Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/PnLLI0CPcrkE-Electrical-Sales-Engineer-El-Saad-Electric-Cairo-Egypt
172,Travel Agent,Airbusinessclass LLC,Cairo,Egypt,Full Time,Remote,Entry Level,https://wuzzuf.net/jobs/p/WHd0khJQEoOK-Travel-Agent-Airbusinessclass-LLC-Cairo-Egypt
173,Sales Manager FireFighting,UDCT - United Diamond Contractors & Trading,Jeddah,Saudi Arabia,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/vdF0D5IUFSyh-Sales-Manager-FireFighting-UDCT---United-Diamond-Contractors-Trading-Jeddah-Saudi-Arabia
174,Math Teacher | AY 24-25,GEMS Education,Rehab City Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/ewk0PAVwGklC-Math-Teacher-AY-24-25-GEMS-Education-Cairo-Egypt
175,personal assistant,Aktan Misr,Mahalla Kubra Gharbia,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/ZaEIQyPYXIZp-personal-assistant-Aktan-Misr-Gharbia-Egypt
176,Senior Sales online ( E- Commerce),Jaffangroup,Heliopolis Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/PiYLfpNgHKrg-Senior-Sales-online-E--Commerce-Jaffangroup-Cairo-Egypt
177,Pharmacists,Confidential,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/H6EgOFe1fdtv-Pharmacists-Cairo-Egypt
178,General Accountant,Green Mass,New Cairo Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/1bjOG081Yng9-General-Accountant-Green-Mass-Cairo-Egypt
179,Payroll Officer,Green Mass,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/XGH2c3REZHFz-Payroll-Officer-Green-Mass-Cairo-Egypt
180,Senior Fraud Risk Officer,Confidential,6th of October Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/jCt945vb812z-Senior-Fraud-Risk-Officer-Giza-Egypt
181,Production Engineering,MCV,Alsalihiyyah Aljadidah Sharqia,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/qFEpWNfmp6Gp-Production-Engineering-MCV-Sharqia-Egypt
182,OpenShift Administrator,MOBILY INFOTECH LTD INDIA,Cairo,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/mVczcUfLVkOm-OpenShift-Administrator-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
183,MS-SQL Admin,MOBILY INFOTECH LTD INDIA,Cairo,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/AelFe7M8M7sf-MS-SQL-Admin-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
184,Security & Vulnerability Management,MOBILY INFOTECH LTD INDIA,Cairo,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/O7UnkE1BpNQR-Security-Vulnerability-Management-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
185,Database Administrator,MOBILY INFOTECH LTD INDIA,Cairo,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/oLHsZpW4pygB-Database-Administrator-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
186,Technical Sales Engineer - Cairo,Catec,Heliopolis Cairo,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/CBzEbmS0k0hP-Technical-Sales-Engineer---Cairo-Catec-Cairo-Egypt
187,HR Specialist,MFCM - Mohamed El Fiky for Construction & Management,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/GOrUz2zdd5EZ-HR-Specialist-MFCM---Mohamed-El-Fiky-for-Construction-Management-Cairo-Egypt
188,Technical Sales Eng - Alex,Catec,Alexandria,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/qwvnMCHqyqEV-Technical-Sales-Eng---Alex-Catec-Alexandria-Egypt
189,Branch Manager,Al safa logistics solutions,North Coast Alexandria,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/n2iTGTkYmrHq-Branch-Manager-Al-safa-logistics-solutions-Alexandria-Egypt
190,Corporate Customer service Excellent English speakers B2 UAE,Etisalat Egypt,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/ClrLZx6gDUPD-Corporate-Customer-service-Excellent-English-speakers-B2-UAE-Etisalat-Egypt-Cairo-Egypt
191,Technical Office Engineer,Deutschland Technology Limited,Obour City Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/7QmbY4UKd4hJ-Technical-Office-Engineer-Deutschland-Technology-Limited-Cairo-Egypt
192,Luxury Tourism Operator,Excel Travel,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/3YL6hKg4Fzt8-Luxury-Tourism-Operator-Excel-Travel-Cairo-Egypt
193,Sales Outdoor Representative,Royal tools,10th of Ramadan City Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/Tgjq6Thfo93K-Sales-Outdoor-Representative-Royal-tools-Cairo-Egypt
194,Call Center Agent ( Inbound Calls -Excellent English Speakers),Etisalat Egypt,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/MtEbIL8S3Syb-Call-Center-Agent-Inbound-Calls--Excellent-English-Speakers-Etisalat-Egypt-Cairo-Egypt
195,Call Center Agent - English Account - Etisalat UAE,Etisalat Egypt,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/yCMhJAxE1uM5-Call-Center-Agent---English-Account---Etisalat-UAE-Etisalat-Egypt-Cairo-Egypt
196,Call Center Representative (English Speakers) Etisalat UAE,Etisalat Egypt,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/cQwxBuRYdEkF-Call-Center-Representative-English-Speakers-Etisalat-UAE-Etisalat-Egypt-Cairo-Egypt
197,Call Center Agent - B1+ English Speakers/ Corporate account,Etisalat Egypt,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/aBasWgrPLIdT-Call-Center-Agent---B1-English-Speakers-Corporate-account-Etisalat-Egypt-Cairo-Egypt
198,call center agent - English account ( B1+ ) - maadi,Etisalat Egypt,Maadi Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/B8LDtVq02qMw-call-center-agent---English-account-B1---maadi-Etisalat-Egypt-Cairo-Egypt
199,Mechanical office Engineer - FireFighting,UDCT - United Diamond Contractors & Trading,Sheikh Zayed Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/R8zwrZeM28wT-Mechanical-office-Engineer---FireFighting-UDCT---United-Diamond-Contractors-Trading-Giza-Egypt
200,Furniture Production Engineer - Male,TRI Interior Design and Finishin,New Cairo Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/6su2PBvmlmbT-Furniture-Production-Engineer---Male-TRI-Interior-Design-and-Finishin-Cairo-Egypt
201,General Accountant - Male,TRI Interior Design and Finishin,New Cairo Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/kPSeoaWDnzG7-General-Accountant---Male-TRI-Interior-Design-and-Finishin-Cairo-Egypt
202,Structural Design Engineer,Corner wise,Sheraton Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/xoG6brvvSSZX-Structural-Design-Engineer-Corner-wise-Cairo-Egypt
203,Account Manager,Cloud11,Giza,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/hQtcjMnRi9FL-Account-Manager-Cloud11-Giza-Egypt
204,Business Development Representative,Cloud11,Dokki Giza,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/7MjofSW1wyuZ-Business-Development-Representative-Cloud11-Giza-Egypt
205,Travel Consultant,AMG Call Center,New Cairo Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/O1FaDY8yfdSq-Travel-Consultant-AMG-Call-Center-Cairo-Egypt
206,Energy Investment Consultancy,Confidential,Istanbul,Turkey,Full Time,Remote,Senior Management,https://wuzzuf.net/jobs/p/emGNX9C4hTjK-Energy-Investment-Consultancy-Istanbul-Turkey
207,Export Manager,Yemeni Cafe,Cairo,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/ya2ZjwI1yQO5-Export-Manager-Yemeni-Cafe-Cairo-Egypt
208,Information Security Supervisor.,Xceed Contact Center,Maadi Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/NxQdG8WFtaXR-Information-Security-Supervisor-Xceed-Contact-Center-Cairo-Egypt
209,Interior Design Architect,MJS,Cairo,Egypt,Full Time,Remote,Experienced,https://wuzzuf.net/jobs/p/JWFCdGzWtVAY-Interior-Design-Architect-MJS-Cairo-Egypt
210,Technical Office Architect,MJS,Cairo,Egypt,Full Time,Remote,Experienced,https://wuzzuf.net/jobs/p/KgoD1ge4f7f7-Technical-Office-Architect-MJS-Cairo-Egypt
211,Accountant – Law Firm,Almadani,New Heliopolis Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/OsDj5roxqTlF-Accountant-%E2%80%93-Law-Firm-Almadani-Cairo-Egypt
212,Data Entry Assistant,Pawtasticpetprints,Giza,Egypt,Part Time,Hybrid,Entry Level,https://wuzzuf.net/jobs/p/CUp4sVLlfERw-Data-Entry-Assistant-Pawtasticpetprints-Giza-Egypt
213,Pet Portrait Artist / Digital Illustrator,Pawtasticpetprints,6th of October Giza,Egypt,Full Time,Hybrid,Entry Level,https://wuzzuf.net/jobs/p/0HP1jTlpAy1a-Pet-Portrait-Artist-Digital-Illustrator-Pawtasticpetprints-Giza-Egypt
214,Customer Service Representative UK/IE.,_VOIS Egypt,Cairo,Egypt,Full Time,Remote,Entry Level,https://wuzzuf.net/jobs/p/Gtap3qcTfMXp-Customer-Service-Representative-UKIE-VOIS-Egypt-Cairo-Egypt
215,Customer Service Representative (Alex Residents.),_VOIS Egypt,Alexandria,Egypt,Full Time,Remote,Entry Level,https://wuzzuf.net/jobs/p/56bBYGVusf7p-Customer-Service-Representative-Alex-Residents-VOIS-Egypt-Alexandria-Egypt
216,International Customer Care Advisor,_VOIS Egypt,Cairo,Egypt,Full Time,Hybrid,Entry Level,https://wuzzuf.net/jobs/p/6QYmBV36VRdf-International-Customer-Care-Advisor-VOIS-Egypt-Cairo-Egypt
217,International Customer Care Advisor.,_VOIS Egypt,Cairo,Egypt,Full Time,Hybrid,Entry Level,https://wuzzuf.net/jobs/p/YagfFh6f6its-International-Customer-Care-Advisor-VOIS-Egypt-Cairo-Egypt
218,Commercial Section head,Naguib Selim,Nasr City Cairo,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/9oKgcJUMF0rd-Commercial-Section-head-Naguib-Selim-Cairo-Egypt
219,Telesales Representative,Etisalat Egypt,Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/dqW6hXf8VWHD-Telesales-Representative-Etisalat-Egypt-Cairo-Egypt
220,IT Specialist,Farm Fresh,Alexandria,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/0XeMhIWmbM3N-IT-Specialist-Farm-Fresh-Alexandria-Egypt
221,Export Sales Specialist,Farm Fresh,Alexandria,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/ntIgzvogIpZt-Export-Sales-Specialist-Farm-Fresh-Alexandria-Egypt
222,E-Commerce Specialist,Trade Key Egypt,6th of October Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/w0y10fJIcqe6-E-Commerce-Specialist-Trade-Key-Egypt-Giza-Egypt
223,Assortment Merchandiser,InstaShop,Cairo,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/hv9CfbU1aOAa-Assortment-Merchandiser-InstaShop-Cairo-Egypt
224,Telesales Representative,dataskool,Nasr City Cairo,Egypt,Full Time,Hybrid,Entry Level,https://wuzzuf.net/jobs/p/trS8wgankpjb-Telesales-Representative-dataskool-Cairo-Egypt
225,Sales Supervisor - Furniture & Kitchens,Alarabia Group,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/rPS2ENKWsHTb-Sales-Supervisor---Furniture-Kitchens-Alarabia-Group-Cairo-Egypt
226,"Officer, Programs",ESLSCA University,6th of October Giza,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/HKN6t1JAxNVW-Officer-Programs-ESLSCA-University-Giza-Egypt
227,Financial Manager - (Please read the job description carefully),Core Construction and Finishing Egypt,Heliopolis Cairo,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/XOIIV1VRwqDU-Financial-Manager---Please-read-the-job-description-carefully-Core-Construction-and-Finishing-Egypt-Cairo-Egypt
228,Human Resources Generalist,COC,Downtown Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/aytIK6sYQhYa-Human-Resources-Generalist-COC-Cairo-Egypt
229,Structural Design Engineer / Steel Structure Design Engineer,Orient Egypt,Dokki Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/VgTXG7xINww6-Structural-Design-Engineer-Steel-Structure-Design-Engineer-Orient-Egypt-Giza-Egypt
230,Mechanical Engineer (Plumbing / Firefighting Design),Orient Egypt,Dokki Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/IYFvy2eIB0jN-Mechanical-Engineer-Plumbing-Firefighting-Design-Orient-Egypt-Giza-Egypt
231,HSE Specialist,Cleopatra Hospitals Group,6th of October Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/EvKiJpjvzLQy-HSE-Specialist-Cleopatra-Hospitals-Group-Giza-Egypt
232,English Call center Agent,Raya Customer Experience,6th of October Giza,Egypt,Full Time,On-site,Entry Level,https://wuzzuf.net/jobs/p/qxdfrne5JwVQ-English-Call-center-Agent-Raya-Customer-Experience-Giza-Egypt
233,IT Help Desk,Confidential,Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/hc5qGB2w9sYO-IT-Help-Desk-Cairo-Egypt
234,Sales Engineer - Alexandria,Inter-Tech,Alexandria,Egypt,Full Time,Hybrid,Experienced,https://wuzzuf.net/jobs/p/zTpjAJ6gz2Me-Sales-Engineer---Alexandria-Inter-Tech-Alexandria-Egypt
235,Site Engineer - Mechanical,Inter-Tech,6th of October Giza,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/AJczKaN6qwJb-Site-Engineer---Mechanical-Inter-Tech-Giza-Egypt
236,Software Sales Manager,Dimofinf Operations Center,Nasr City Cairo,Egypt,Full Time,On-site,Manager,https://wuzzuf.net/jobs/p/SlPRA50kY3jH-Software-Sales-Manager-Dimofinf-Operations-Center-Cairo-Egypt
237,Assistant Category Marketing Manager,Minlo,New Nozha Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/OaZDMpAIfSHG-Assistant-Category-Marketing-Manager-Minlo-Cairo-Egypt
238,Senior User Acceptance Tester,Etisalat Egypt,Maadi Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/Ad7RKavh3mh7-Senior-User-Acceptance-Tester-Etisalat-Egypt-Cairo-Egypt
239,Quality Assurance Internship - Alexandria,Prometeon Tyres Group – Egypt (Ex-Pirelli Tyres Egypt),Ameria Alexandria,Egypt,Internship,On-site,Entry Level,https://wuzzuf.net/internship/4hd5tQ7UEknK-Quality-Assurance-Internship---Alexandria-Prometeon-Tyres-Group-%E2%80%93-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt
240,Procurement Engineer,"Externa, Jozoor Landscapes",Maadi Cairo,Egypt,Full Time,On-site,Experienced,https://wuzzuf.net/jobs/p/PWdPPXWjXvfb-Procurement-Engineer-Externa-Jozoor-Landscapes-Cairo-Egypt
